"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.442605267E0,-2.777273953E-1,-1.082179189E0,-2.298433632E-1,1.140645552E0
1.447640676E0,-3.256114423E-1,-1.168370485E0,-2.585737705E-1,1.240150312E0
1.452676084E0,-2.585737705E-1,-1.120486379E0,-2.777273953E-1,1.182997306E0
1.457680974E0,-3.543418646E-1,-1.197100878E0,-2.873041928E-1,1.281074692E0
1.462716382E0,-3.160346150E-1,-1.139639974E0,-3.830722570E-1,1.243141787E0
1.467751791E0,-3.543418646E-1,-1.110909581E0,-3.351882398E-1,1.213272192E0
1.472787199E0,-3.351882398E-1,-1.177947283E0,-3.543418646E-1,1.274938867E0
1.477822606E0,-3.543418646E-1,-1.197100878E0,-4.118026793E-1,1.314606449E0
1.482827497E0,-2.489969730E-1,-1.082179189E0,-3.830722570E-1,1.174672569E0
1.487862906E0,-3.543418646E-1,-1.120486379E0,-4.692635238E-1,1.265407498E0
1.492898314E0,-3.064578176E-1,-1.197100878E0,-4.596867263E-1,1.318438012E0
1.497903204E0,-3.160346150E-1,-1.139639974E0,-4.501099288E-1,1.265407482E0
1.502938612E0,-3.447650373E-1,-1.168370485E0,-5.363011956E-1,1.331003942E0
1.507974021E0,-2.968810201E-1,-1.120486379E0,-5.363011956E-1,1.277202818E0
1.513009428E0,-3.160346150E-1,-1.168370485E0,-6.033388376E-1,1.352399801E0
1.518014319E0,-3.256114423E-1,-1.168370485E0,-5.554547906E-1,1.334032393E0
1.523049727E0,-3.447650373E-1,-1.197100878E0,-5.937620401E-1,1.380024204E0
1.528085135E0,-3.543418646E-1,-1.130063176E0,-6.895300746E-1,1.370420615E0
1.533120543E0,-3.351882398E-1,-1.063025594E0,-6.991068721E-1,1.315722230E0
1.538125434E0,-3.543418646E-1,-1.130063176E0,-7.565677166E-1,1.405345384E0
1.543160842E0,-3.256114423E-1,-1.034295082E0,-7.182605267E-1,1.300648804E0
1.548196249E0,-3.639186621E-1,-1.130063176E0,-7.757213712E-1,1.418176019E0
1.553231658E0,-2.873041928E-1,-1.072602391E0,-8.140285611E-1,1.376830450E0
1.558236549E0,-3.543418646E-1,-1.130063176E0,-8.714894056E-1,1.470406312E0
1.563271957E0,-3.926490843E-1,-1.034295082E0,-9.002198577E-1,1.426301305E0
1.568307364E0,-3.830722570E-1,-1.091755986E0,-9.385270476E-1,1.489801499E0
1.573342773E0,-3.639186621E-1,-1.130063176E0,-9.385270476E-1,1.513377875E0
1.578347664E0,-3.639186621E-1,-1.024718285E0,-9.289502501E-1,1.430186324E0
1.583383071E0,-4.022258818E-1,-1.063025594E0,-1.024718285E0,1.530312594E0
1.588418479E0,-4.118026793E-1,-1.005564690E0,-1.053448796E0,1.513438521E0
